x,y
-1.01475578346643,1.2200644679793227
-2.9037827790888393,8.147355235846213
-2.4984570345084807,8.216171001872048
-1.0516886224201365,1.3472582061690108
5.393240815105761,2.1142561231663217
3.8489129505566737,1.799347058279022
-1.168239921226499,-0.6937727898617239
5.87377165864118,2.2774378902321817
-2.442750339388847,0.19721221585463572
-2.808584151442135,8.321098095372033
-2.433129775062315,7.894136343240352
4.14615011102531,2.6313719279248264
-2.715945952448833,8.129511620706381
-1.6944081577753112,7.224943101583707
-2.5587713223024946,8.418901483604497
4.06069751253969,1.8160103698586614
-1.8883344948961154,0.43147819423652295
1.9501969841609603,-3.445059570096722
-2.584753785045188,7.9478161321063725
-2.7517409997514206,0.9189273553923456
-1.543691553225726,0.7766917720758039
-1.7001119466956363,-0.3378248411105448
-2.0530437908766497,1.6593160633180495
-1.2105100209827437,0.10507026019684496
-2.9258049097724577,8.306214954918586
-1.6613149507412084,6.853949460447937
-1.6075316745967094,7.2864388434125855
-2.219915421242277,8.389580365312698
1.8856124527276836,-3.797458033115566
1.917600978976946,-2.4771006627824925
-2.2561628491510213,-0.03908985117671071
4.719725067076235,2.100419888648769
4.041001858845872,2.6071029352943906
-2.628100837628015,8.556800055898153
-3.3822401524962005,9.417627787805007
-2.5501126867044697,0.7642584383997769
-1.5739326750985614,0.5044703400293927
4.662112870370372,3.002012628101685
-1.6629813759500847,-0.21573536367783208
2.563994303464879,-3.6550807440669617
-0.5532115366910844,0.3170905135359105
-1.735381863231781,0.6364041531484778
-1.6990464628698503,8.202903843853898
1.830652981358458,-3.294681681844857
1.5878292272880072,-3.2060461505990285
2.250805664629016,-3.4646168054919015
-0.8442638981652723,1.049795153603906
2.006228434508224,-3.14119894950049
3.3824266439057737,2.4569677203667024
-1.629786669293536,0.9948685778415158
-2.046660228617012,8.418299496330139
-2.1429365690156863,0.891270278760649
2.864099730669885,-2.8318260676012508
4.92450087696594,1.9893966991237446
5.1126731898354185,2.721827835707593
2.3557179039939733,-3.191161424037722
2.3410633081396903,-3.219520057305741
-2.4464586833927915,0.15937662177000828
-1.934241604489448,-0.19017646583947911
4.792320434928594,1.8967170325154163
3.3463477219950573,2.028933545806013
-2.3163029021528097,7.648281416107955
2.517253256000507,-2.1841136134602164
1.4173543473653756,-2.9591223470900307
-2.754203691120585,7.868490886216966
2.3773402679111535,-3.2740824375860087
-2.303802837660318,8.108145166818177
3.4987103559472206,-3.4182065967163213
5.105291623212132,2.3425912555266146
4.671342369879424,2.2278451480436114
2.152666631980939,-3.4013309081935765
4.8450938680376785,2.441853644125797
4.774681059160145,2.985425185418787
5.766578930006396,2.0139435908700656
5.3173271193082305,1.4432787106655809
4.521187392756988,1.4349045029727452
5.646893162028242,2.781768005587823
4.768316903647178,1.6078547807741361
0.9716192419820229,-3.280738007859934
-1.7329031991069308,0.4595521226837915
2.9888158397117657,-4.091224483879033
-1.3452192257651832,8.03785207177667
4.111665931075884,2.6115810240079407
-2.7089130487495163,6.7361685745435995
-2.730243396547766,0.4476618526304714
-1.8631705443693014,7.829375144597183
-1.841520567035638,-0.621759496892784
-1.8933104728147925,8.201987145893426
-3.7068477790891214,8.084813360601446
-1.4928508042670325,1.4606635935290613
4.321884663401036,3.3707209474791804
4.625077667010003,1.0553602654922845
4.0888064920323615,2.5472767520354234
-3.859758441562924,7.539382757004875
4.293114062175893,1.6071810431532882
1.743260486200662,-2.897126411177777
2.2766278218935194,-3.097343525151044
-2.5568656558743568,-0.5517305406146904
-1.0243732997948771,0.24206433992915488
2.0610016385717747,-3.4332549710643963
-1.0739672546712729,0.02394339329735007
2.165677685593584,-1.8426938168257603
